type,pattern,compromised,recall,symmetryH,symmetryV,length,start,end,stroke,direction,image
g,7.8.1.6,0,0,1.0,1.0,4,7,6,5.47213595499958,0,./analysis/3x3/Pattern-Proj-9APR/guesses/16guess7.bmp
g,5.4.1.0,0,0,0.5,1.0,4,5,0,3.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/16guess4.bmp
g,2.4.6.7,0,0,1.0,1.0,4,2,7,3.8284271247461903,0,./analysis/3x3/Pattern-Proj-9APR/guesses/16guess5.bmp
g,3.4.5.2,0,0,1.0,1.0,4,3,2,3.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/16guess8.bmp
g,6.3.4.1,0,0,1.0,0.5,4,6,1,3.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/16guess9.bmp
g,0.3.6.4.2.5.8,0,0,1.0,1.0,7,0,8,6.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/18guess10.bmp
g,0.1.2.5.4.3.6.7.8,0,0,1.0,1.0,9,0,8,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/18guess1.bmp
g,6.3.0.1.4.7.8.5.2,0,0,1.0,1.0,9,6,2,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/18guess2.bmp
g,0.3.6.4.8.5.2,0,0,1.0,1.0,7,0,2,6.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/18guess3.bmp
g,7.4.1.3.5,0,0,1.0,1.0,5,7,5,5.414213562373095,0,./analysis/3x3/Pattern-Proj-9APR/guesses/18guess4.bmp
g,2.1.0.3.4.5.8.7.6,0,0,1.0,1.0,9,2,6,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/18guess5.bmp
g,0.1.4.7.6.3.5,0,0,1.0,1.0,7,0,5,7.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/18guess6.bmp
g,6.4.2.1.7,0,0,1.0,1.0,5,6,7,5.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/18guess7.bmp
g,0.1.2.5.8,0,0,1.0,1.0,5,0,8,4.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/18guess8.bmp
g,0.4.8.7.6.3.5.2.1,0,0,1.0,1.0,9,0,1,9.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/18guess9.bmp
g,0.3.6.7.8.5.2.1.4,0,0,1.0,1.0,9,0,4,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/9guess10.bmp
g,4.1.0.3.6.7.8.5.2,0,0,1.0,1.0,9,4,2,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/17guess10.bmp
g,0.1.4.3.6.7.8.5.2,0,0,1.0,1.0,9,0,2,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/8guess8.bmp
g,2.5.8.7.6,0,0,1.0,1.0,5,2,6,4.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/8guess9.bmp
g,0.1.2.5.4.3.6.7.8,0,0,1.0,1.0,9,0,8,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/8guess4.bmp
g,1.4.7.8.5.2,0,0,1.0,1.0,6,1,2,5.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/8guess5.bmp
g,2.1.0.3.6.7.8,0,0,1.0,1.0,7,2,8,6.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/8guess6.bmp
g,1.0.3.4.7.6,0,0,1.0,1.0,6,1,6,5.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/8guess7.bmp
g,0.1.2.5.8.7.6.3.4,0,0,1.0,1.0,9,0,4,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/8guess1.bmp
g,0.1.2.5.8.7.6.3,0,0,1.0,1.0,8,0,3,7.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/8guess2.bmp
g,0.3.6.7.4.1.2.5.8,0,0,1.0,1.0,9,0,8,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/8guess3.bmp
g,0.4.1.2,0,0,0.3333333333333333,1.0,4,0,2,3.414213562373095,0,./analysis/3x3/Pattern-Proj-9APR/guesses/16guess10.bmp
g,0.3.7.5.2,0,0,1.0,1.0,5,0,2,4.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/7guess3.bmp
g,0.1.2.4.6.7.8,0,0,1.0,1.0,7,0,8,6.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/7guess2.bmp
g,0.1.2.5.8.7.6.3.4,0,0,1.0,1.0,9,0,4,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/2guess2.bmp
g,0.1.2.4.6.7.8,0,0,1.0,1.0,7,0,8,6.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/5guess10.bmp
g,0.1.2.4.6.7.8,0,0,1.0,1.0,7,0,8,6.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/2guess1.bmp
g,2.5.8.7.6.3.0.1,0,0,1.0,1.0,8,2,1,7.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/2guess6.bmp
g,4.2.5.8.7.6.3.0,0,0,1.0,1.0,8,4,0,7.414213562373095,0,./analysis/3x3/Pattern-Proj-9APR/guesses/2guess7.bmp
g,0.1.2.5.4.3.6.7.8,0,0,1.0,1.0,9,0,8,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/2guess4.bmp
g,0.1.2.5,0,0,0.3333333333333333,1.0,4,0,5,3.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/2guess5.bmp
g,0.4.8.5.2.6,0,0,1.0,1.0,6,0,6,7.65685424949238,0,./analysis/3x3/Pattern-Proj-9APR/guesses/2guess8.bmp
g,0.3.6.4.8.5.2,0,0,1.0,1.0,7,0,2,6.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/2guess9.bmp
g,6.4.2.5.8,0,0,1.0,1.0,5,6,8,4.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/13guess3.bmp
g,3.4.5.1.7,0,0,1.0,1.0,5,3,7,5.414213562373095,0,./analysis/3x3/Pattern-Proj-9APR/guesses/13guess2.bmp
g,0.3.6.7.8.5.2.1,0,0,1.0,1.0,8,0,1,7.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/13guess1.bmp
g,2.5.8.7.6.3.0.1,0,0,1.0,1.0,8,2,1,7.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/13guess7.bmp
g,5.4.1.0.3,0,0,1.0,1.0,5,5,3,4.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/13guess6.bmp
g,3.4.1.2.5,0,0,1.0,1.0,5,3,5,4.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/13guess5.bmp
g,4.2.5.8.7.6.3.0.1,0,0,1.0,1.0,9,4,1,8.414213562373096,0,./analysis/3x3/Pattern-Proj-9APR/guesses/13guess4.bmp
g,4.3.6.7.8.5.2.1.0,0,0,1.0,1.0,9,4,0,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/13guess9.bmp
g,8.4.0.3.6,0,0,1.0,0.3333333333333333,5,8,6,4.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/13guess8.bmp
g,0.4.8.5.2.6,0,0,1.0,1.0,6,0,6,7.65685424949238,0,./analysis/3x3/Pattern-Proj-9APR/guesses/9guess1.bmp
g,1.3.7.5,0,0,1.0,1.0,4,1,5,4.242640687119286,0,./analysis/3x3/Pattern-Proj-9APR/guesses/7guess9.bmp
g,6.3.0.4.8.5.2,0,0,1.0,1.0,7,6,2,6.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/7guess8.bmp
g,4.2.1.0.3.6.7.8.5,0,0,1.0,1.0,9,4,5,8.414213562373096,0,./analysis/3x3/Pattern-Proj-9APR/guesses/9guess5.bmp
g,0.3.6.7.8.5.2.1,0,0,1.0,1.0,8,0,1,7.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/9guess4.bmp
g,2.4.6.7.1.0.3,0,0,1.0,1.0,7,2,3,7.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/9guess7.bmp
g,0.3.6.7.8,0,0,1.0,1.0,5,0,8,4.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/9guess6.bmp
g,0.3.6.7.8.5.2,0,0,1.0,1.0,7,0,2,6.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/9guess9.bmp
g,1.3.7.5,0,0,1.0,1.0,4,1,5,4.242640687119286,0,./analysis/3x3/Pattern-Proj-9APR/guesses/9guess8.bmp
g,0.1.2.5.4.3.6.7.8,0,0,1.0,1.0,9,0,8,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/7guess1.bmp
g,0.3.6.4.2.5.8,0,0,1.0,1.0,7,0,8,6.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/7guess7.bmp
g,0.3.6.7.4.1.2.5.8,0,0,1.0,1.0,9,0,8,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/7guess6.bmp
g,0.3.6.7.8.5.2.1,0,0,1.0,1.0,8,0,1,7.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/7guess5.bmp
g,0.4.8.5.2.6,0,0,1.0,1.0,6,0,6,7.65685424949238,0,./analysis/3x3/Pattern-Proj-9APR/guesses/7guess4.bmp
g,4.3.6.7.8.5.2.1.0,0,0,1.0,1.0,9,4,0,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/17guess7.bmp
g,8.5.2.1.0.3.6.7.4,0,0,1.0,1.0,9,8,4,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/17guess6.bmp
g,4.3.1.5.7.6,0,0,1.0,1.0,6,4,6,6.242640687119285,0,./analysis/3x3/Pattern-Proj-9APR/guesses/17guess5.bmp
g,6.3.04.8.5.2,0,0,1.0,1.0,6,6,2,5.414213562373095,0,./analysis/3x3/Pattern-Proj-9APR/guesses/17guess4.bmp
g,0.1.2.5.8.7.4.3.6,0,0,1.0,1.0,9,0,6,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/17guess3.bmp
g,6.3.0.1.4.7.8.5.2,0,0,1.0,1.0,9,6,2,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/17guess2.bmp
g,6.3.0.1.2.5.8.7.4,0,0,1.0,1.0,9,6,4,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/17guess1.bmp
g,6.3.0.1.4.7.5.8,0,0,1.0,1.0,8,6,8,7.414213562373095,0,./analysis/3x3/Pattern-Proj-9APR/guesses/17guess9.bmp
g,8.5.2.1.4.7.6.3.0,0,0,1.0,1.0,9,8,0,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/17guess8.bmp
g,4.0.1.2.6.7.8,0,0,1.0,1.0,7,4,8,8.242640687119286,0,./analysis/3x3/Pattern-Proj-9APR/guesses/2guess3.bmp
g,1.4.7.8.5.2,0,0,1.0,1.0,6,1,2,5.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/13guess10.bmp
g,2.1.4.3,0,0,0.5,1.0,4,2,3,3.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/1guess9.bmp
g,2.1.5.4.8.7,0,0,1.0,1.0,6,2,7,5.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/1guess8.bmp
g,1.3.7.5,0,0,1.0,1.0,4,1,5,4.242640687119286,0,./analysis/3x3/Pattern-Proj-9APR/guesses/1guess1.bmp
g,4.0.3.6.7.8.5.2.1,0,0,1.0,1.0,9,4,1,8.414213562373096,0,./analysis/3x3/Pattern-Proj-9APR/guesses/1guess3.bmp
g,6.3.0.4.2.5.8,0,0,1.0,1.0,7,6,8,6.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/1guess2.bmp
g,2.1.0.4.8.7.6,0,0,1.0,1.0,7,2,6,6.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/1guess5.bmp
g,2.1.5.4,0,0,1.0,1.0,4,2,4,3.414213562373095,0,./analysis/3x3/Pattern-Proj-9APR/guesses/1guess4.bmp
g,4.3.6.7.8.5.2.1.0,0,0,1.0,1.0,9,4,0,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/1guess7.bmp
g,2.1.0.4.6.7.8,0,0,1.0,1.0,7,2,8,6.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/1guess6.bmp
g,6.3.0.4.8.5.2,0,0,1.0,1.0,7,6,2,6.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/5guess5.bmp
g,8.5.2.1.0.3.6.7.4,0,0,1.0,1.0,9,8,4,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/5guess4.bmp
g,7.4.1.3.5,0,0,1.0,1.0,5,7,5,5.414213562373095,0,./analysis/3x3/Pattern-Proj-9APR/guesses/5guess7.bmp
g,0.3.6.1.4.7.2.5.8,0,0,1.0,1.0,9,0,8,10.47213595499958,0,./analysis/3x3/Pattern-Proj-9APR/guesses/5guess6.bmp
g,0.1.2.4.6,0,0,0.3333333333333333,0.5,5,0,6,4.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/5guess1.bmp
g,3.1.4.7,0,0,1.0,1.0,4,3,7,3.414213562373095,0,./analysis/3x3/Pattern-Proj-9APR/guesses/5guess3.bmp
g,0.1.2.3.4.5.6.7.8,0,0,1.0,1.0,9,0,8,10.47213595499958,0,./analysis/3x3/Pattern-Proj-9APR/guesses/5guess2.bmp
g,0.1.2.5.8.7.6.3.4,0,0,1.0,1.0,9,0,4,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/5guess9.bmp
g,0.3.6.7.8.5.2.1.4,0,0,1.0,1.0,9,0,4,8.0,0,./analysis/3x3/Pattern-Proj-9APR/guesses/5guess8.bmp
g,6.3.0.4.8.5.2,0,0,1.0,1.0,7,6,2,6.82842712474619,0,./analysis/3x3/Pattern-Proj-9APR/guesses/2guess10.bmp
r,6.3.0.4.2.5.8,0,0,1.0,1.0,7,6,8,6.82842712474619,0,
r,4.3.6.7.8.5.2.1.0,0,0,1.0,1.0,9,4,0,8.0,0,
r,7.4.1.3.5,0,0,1.0,1.0,5,7,5,5.414213562373095,0,
r,2.5.4.7.6.3.0,0,0,1.0,0.6666666666666666,7,2,0,6.0,0,
r,4.0.1.2.6.7.8.5,0,0,1.0,1.0,8,4,5,9.242640687119286,0,
r,6.7.8.5.2.1.4.3,0,0,1.0,1.0,8,6,3,7.0,0,
r,2.1.0.4.6.7.8,0,0,1.0,1.0,7,2,8,6.82842712474619,0,
r,3.6.4.2,0,0,0.5,0.5,4,3,2,3.82842712474619,0,
r,1.3.7.5.2.0.6.8,0,0,1.0,1.0,8,1,8,11.242640687119286,0,
r,6.4.2.5.8,0,0,1.0,1.0,5,6,8,4.82842712474619,0,
r,8.5.2.1.4.7,0,0,1.0,1.0,6,8,7,5.0,0,
r,6.3.0.1.4.7,0,0,1.0,1.0,6,6,7,5.0,0,
r,0.4.8.5.2.6,0,0,1.0,1.0,6,0,6,7.65685424949238,0,
r,0.1.2.5.4.3.6.7.8,0,0,1.0,1.0,9,0,8,8.0,0,
r,1.3.7.5,0,0,1.0,1.0,4,1,5,4.242640687119286,0,
r,0.1.2.4.7,0,0,1.0,1.0,5,0,7,4.414213562373095,0,
r,7.4.1.3.5,0,0,1.0,1.0,5,7,5,5.414213562373095,0,
r,3.1.5.7.4,0,0,1.0,1.0,5,3,4,5.242640687119286,0,
r,5.1.3.7.6,0,0,1.0,0.5,5,5,6,5.242640687119286,0,
r,0.4.8.7.6.3.1.2.5,0,0,1.0,1.0,9,0,5,9.242640687119284,0,
r,0.3.6.7.8,0,0,1.0,1.0,5,0,8,4.0,0,
r,0.4.8.5.2.1,0,0,0.6666666666666666,1.0,6,0,1,5.82842712474619,0,
r,1.0.3.6,0,0,1.0,0.3333333333333333,4,1,6,3.0,0,
r,6.4.8.7,0,0,1.0,1.0,4,6,7,3.8284271247461903,0,
r,0.3.6.7.8.5.1,0,0,1.0,0.6666666666666666,7,0,1,6.414213562373095,0,
r,6.3.0.1.2.5.8.7.4,0,0,1.0,1.0,9,6,4,8.0,0,
r,6.3.1.5.8.7.4,0,0,1.0,1.0,7,6,4,6.82842712474619,0,
r,0.3.1.4.2.5,0,0,1.0,1.0,6,0,5,5.82842712474619,0,
r,1.2.4.5.7,0,0,1.0,0.6666666666666666,5,1,7,4.82842712474619,0,
r,6.7.4.1.2.5.3,0,0,1.0,1.0,7,6,3,7.0,0,
